serial,color,level_now_pct,days_left_est,stockout_date,relation_type,sku,qty,priority,action
$X6GN008763$,cyan,0.0,0.0,2023-03-09,contrat_adex,,1,HIGH,CREATE_ORDER
$X6GN008763$,magenta,0.0,0.0,2023-03-09,contrat_adex,,1,HIGH,CREATE_ORDER
$KNDY16397$,black,0.0,0.0,2023-03-14,contrat_adex,,1,HIGH,CREATE_ORDER
$X74R003821$,cyan,1.0,0.0,2023-03-27,contrat_adex,,1,HIGH,CREATE_ORDER
$X6GN015861$,black,1.0,0.0,2023-03-28,contrat_adex,,1,HIGH,CREATE_ORDER
$X6GN015861$,cyan,2.0,0.0,2023-03-28,contrat_adex,,1,HIGH,CREATE_ORDER
$X6GN015861$,magenta,4.0,0.0,2023-03-28,contrat_adex,,1,HIGH,CREATE_ORDER
$KNDY16327$,black,0.0,0.0,2023-03-29,contrat_adex,,1,HIGH,CREATE_ORDER
$KNDY16327$,cyan,0.0,0.0,2023-03-29,contrat_adex,,1,HIGH,CREATE_ORDER
$KNDY16327$,magenta,0.0,0.0,2023-03-29,contrat_adex,,1,HIGH,CREATE_ORDER
$X6GN014159$,black,1.0,0.0,2023-03-30,contrat_adex,,1,HIGH,CREATE_ORDER
$X6GN014159$,cyan,10.0,0.0,2023-03-30,contrat_adex,,1,HIGH,CREATE_ORDER
$X74R003821$,magenta,4.0,0.0,2023-04-27,contrat_adex,,1,HIGH,CREATE_ORDER
$X74R003821$,black,6.0,0.0,2023-04-28,contrat_adex,,1,HIGH,CREATE_ORDER
$X6GN008216$,black,1.0,0.0,2023-05-26,contrat_adex,,1,HIGH,CREATE_ORDER
$X576086397$,cyan,1.0,0.0,2023-06-13,contrat_adex,,1,HIGH,CREATE_ORDER
$3NP03120$,black,0.0,0.0,2023-06-22,contrat_adex,,1,HIGH,CREATE_ORDER
$X6GN009512$,black,1.0,0.0,2023-06-25,contrat_adex,,1,HIGH,CREATE_ORDER
$X6GN008216$,magenta,7.0,0.0,2023-07-11,contrat_adex,,1,HIGH,CREATE_ORDER
$X6GN009498$,cyan,3.0,0.0,2023-07-21,contrat_adex,,1,HIGH,CREATE_ORDER
$X6GN009073$,black,1.0,0.0,2023-07-25,contrat_adex,,1,HIGH,CREATE_ORDER
$X576097348$,black,1.0,0.0,2023-08-19,contrat_adex,,1,HIGH,CREATE_ORDER
$3GL04033$,black,0.0,0.0,2023-09-19,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01311$,cyan,1.0,0.0,2023-09-22,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00736$,black,1.0,0.0,2023-09-26,contrat_adex,,1,HIGH,CREATE_ORDER
$KNDY16327$,black,10.0,0.0,2023-09-26,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00736$,cyan,2.0,0.0,2023-09-27,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00736$,magenta,1.0,0.0,2023-09-27,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01315$,black,3.0,0.0,2023-09-27,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01311$,magenta,3.0,0.0,2023-09-29,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01311$,black,15.0,6.5,2023-10-05,contrat_adex,,1,HIGH,CREATE_ORDER
$X6GN008354$,magenta,10.0,0.0,2023-10-10,contrat_adex,,1,HIGH,CREATE_ORDER
$X6GN014200$,black,2.0,0.0,2023-10-11,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01315$,magenta,0.0,0.0,2023-10-31,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00736$,black,1.0,0.0,2023-11-06,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00736$,cyan,5.0,0.0,2023-11-08,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00736$,magenta,1.0,0.0,2023-11-08,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01323$,cyan,7.0,0.0,2023-11-10,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00738$,black,9.0,0.0,2023-11-13,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00738$,cyan,7.0,0.0,2023-11-13,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01322$,black,1.0,0.0,2023-11-13,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01043$,magenta,9.0,0.0,2023-11-15,contrat_adex,,1,HIGH,CREATE_ORDER
$X6GN014740$,cyan,1.0,0.0,2023-11-15,contrat_adex,,1,HIGH,CREATE_ORDER
$X6GN014740$,magenta,1.0,0.0,2023-11-15,contrat_adex,,1,HIGH,CREATE_ORDER
$X6GN018015$,black,1.0,0.0,2023-11-15,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01043$,cyan,6.0,0.0,2023-11-16,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV001348$,black,1.0,0.0,2023-11-16,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01043$,black,0.0,0.0,2023-11-17,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01315$,black,0.0,0.0,2023-11-19,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00738$,magenta,1.0,0.0,2023-11-22,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01323$,magenta,7.0,0.0,2023-11-22,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01323$,black,2.0,0.0,2023-11-24,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV000049$,magenta,2.0,0.0,2023-11-26,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV002199$,black,1.0,0.0,2023-11-26,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01332$,black,1.0,0.0,2023-11-27,contrat_adex,,1,HIGH,CREATE_ORDER
$X576097477$,cyan,1.0,0.0,2023-11-29,contrat_adex,,1,HIGH,CREATE_ORDER
$X576097477$,magenta,1.0,0.0,2023-11-29,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV000035$,magenta,2.0,0.0,2023-11-29,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV001415$,cyan,1.0,0.0,2023-11-30,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV001415$,magenta,5.0,0.0,2023-11-30,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV000049$,cyan,3.0,0.0,2023-12-03,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00727$,black,1.0,0.0,2023-12-04,contrat_adex,,1,HIGH,CREATE_ORDER
$3712063580$,magenta,1.0,0.0,2023-12-04,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV001348$,cyan,2.0,0.0,2023-12-04,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV001473$,cyan,1.0,0.0,2023-12-04,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV000300$,black,1.0,0.0,2023-12-05,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV000300$,cyan,1.0,0.0,2023-12-05,contrat_adex,,1,HIGH,CREATE_ORDER
$X6GN014332$,black,1.0,0.0,2023-12-06,contrat_adex,,1,HIGH,CREATE_ORDER
$X6GN014332$,cyan,7.0,0.0,2023-12-07,contrat_adex,,1,HIGH,CREATE_ORDER
$X6GN014332$,magenta,8.0,0.0,2023-12-07,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV000052$,cyan,7.0,0.0,2023-12-08,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV000052$,magenta,4.0,0.0,2023-12-08,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV002416$,cyan,1.0,0.0,2023-12-10,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV002416$,magenta,1.0,0.0,2023-12-10,contrat_adex,,1,HIGH,CREATE_ORDER
$JPBVK360T1$,black,0.0,0.0,2023-12-11,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV001348$,magenta,1.0,0.0,2023-12-11,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00735$,black,0.0,0.0,2023-12-13,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01322$,cyan,0.0,0.0,2023-12-13,contrat_adex,,1,HIGH,CREATE_ORDER
$JPBVK460T0$,black,7.0,0.0,2023-12-13,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01343$,cyan,12.0,2.7,2023-12-18,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV000300$,magenta,1.0,0.0,2023-12-18,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV000399$,cyan,3.0,0.0,2023-12-19,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV000399$,magenta,3.0,0.0,2023-12-19,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00736$,cyan,12.0,1.4,2023-12-20,contrat_adex,,1,HIGH,CREATE_ORDER
$XAV6000643$,black,1.0,0.0,2023-12-21,contrat_adex,,1,HIGH,CREATE_ORDER
$JPBVK460XL$,black,0.0,0.0,2023-12-25,contrat_adex,,1,HIGH,CREATE_ORDER
$JPBVK460XL$,magenta,0.0,0.0,2023-12-25,contrat_adex,,1,HIGH,CREATE_ORDER
$X6GN009498$,black,8.0,0.0,2024-01-03,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV000035$,cyan,3.0,0.0,2024-01-07,contrat_adex,,1,HIGH,CREATE_ORDER
$X6GN008763$,magenta,3.0,0.0,2024-01-09,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV000415$,cyan,7.0,0.0,2024-01-09,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV000415$,magenta,9.0,0.0,2024-01-09,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00736$,black,4.0,0.0,2024-01-10,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00738$,cyan,1.0,0.0,2024-01-10,contrat_adex,,1,HIGH,CREATE_ORDER
$XAV6000668$,black,4.0,0.0,2024-01-10,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00736$,magenta,1.0,0.0,2024-01-12,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01343$,black,2.0,0.0,2024-01-12,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV000807$,cyan,1.0,0.0,2024-01-12,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV000807$,magenta,4.0,0.0,2024-01-12,contrat_adex,,1,HIGH,CREATE_ORDER
$JPBVK460VN$,magenta,2.0,0.0,2024-01-15,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00735$,cyan,0.0,0.0,2024-01-16,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01322$,black,1.0,0.0,2024-01-16,contrat_adex,,1,HIGH,CREATE_ORDER
$4BU06875$,black,1.0,0.0,2024-01-16,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01322$,magenta,9.0,0.0,2024-01-17,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV001473$,magenta,1.0,0.0,2024-01-17,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00735$,magenta,1.0,0.0,2024-01-18,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00738$,black,1.0,0.0,2024-01-18,contrat_adex,,1,HIGH,CREATE_ORDER
$JPBVJDM0SF$,black,0.0,0.0,2024-01-22,contrat_adex,,1,HIGH,CREATE_ORDER
$X6GN016377$,magenta,2.0,0.0,2024-01-22,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01315$,cyan,0.0,0.0,2024-01-23,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00738$,magenta,1.0,0.0,2024-01-26,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01343$,magenta,6.0,0.0,2024-01-26,contrat_adex,,1,HIGH,CREATE_ORDER
$JPBVK3N0TP$,magenta,0.0,0.0,2024-01-29,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01043$,black,2.0,0.0,2024-01-30,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01315$,black,4.0,0.0,2024-02-05,contrat_adex,,1,HIGH,CREATE_ORDER
$JPBVK460VN$,black,2.0,0.0,2024-02-06,contrat_adex,,1,HIGH,CREATE_ORDER
$X75G001952$,cyan,1.0,0.0,2024-02-06,contrat_adex,,1,HIGH,CREATE_ORDER
$X3BL110257$,black,1.0,0.0,2024-02-07,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00736$,cyan,1.0,0.0,2024-02-08,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01332$,black,0.0,0.0,2024-02-08,contrat_adex,,1,HIGH,CREATE_ORDER
$X576054479$,cyan,1.0,0.0,2024-02-08,contrat_adex,,1,HIGH,CREATE_ORDER
$X576054479$,magenta,8.0,0.0,2024-02-08,contrat_adex,,1,HIGH,CREATE_ORDER
$JPBVK360T1$,cyan,4.0,0.0,2024-02-09,contrat_adex,,1,HIGH,CREATE_ORDER
$XAV6000667$,black,1.0,0.0,2024-02-09,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00736$,black,12.0,0.7,2024-02-14,contrat_adex,,1,HIGH,CREATE_ORDER
$X75G001952$,magenta,4.0,0.0,2024-02-14,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV000013$,cyan,5.0,0.0,2024-02-14,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV000013$,magenta,4.0,0.0,2024-02-14,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00736$,magenta,1.0,0.0,2024-02-16,contrat_adex,,1,HIGH,CREATE_ORDER
$XAV6000668$,cyan,1.0,0.0,2024-02-19,contrat_adex,,1,HIGH,CREATE_ORDER
$X6GN019884$,cyan,1.0,0.0,2024-02-20,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01323$,black,6.0,0.0,2024-02-21,contrat_adex,,1,HIGH,CREATE_ORDER
$X6GN019884$,magenta,1.0,0.0,2024-02-21,contrat_adex,,1,HIGH,CREATE_ORDER
$XAV6000668$,magenta,3.0,0.0,2024-02-21,contrat_adex,,1,HIGH,CREATE_ORDER
$X576135787$,cyan,1.0,0.0,2024-02-27,contrat_adex,,1,HIGH,CREATE_ORDER
$X576135787$,magenta,1.0,0.0,2024-02-27,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV000300$,black,7.0,0.0,2024-02-27,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV005138$,black,1.0,0.0,2024-02-27,contrat_adex,,1,HIGH,CREATE_ORDER
$XAV6000643$,cyan,3.0,0.0,2024-02-27,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00736$,cyan,1.0,0.0,2024-02-28,contrat_adex,,1,HIGH,CREATE_ORDER
$X6GN019884$,black,1.0,0.0,2024-02-28,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01315$,magenta,1.0,0.0,2024-02-29,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV005416$,black,1.0,0.0,2024-03-01,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV000312$,cyan,1.0,0.0,2024-03-04,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV005447$,black,4.0,0.0,2024-03-04,contrat_adex,,1,HIGH,CREATE_ORDER
$X576136420$,black,1.0,0.0,2024-03-05,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01130$,black,6.0,0.0,2024-03-06,contrat_adex,,1,HIGH,CREATE_ORDER
$X57H013424$,magenta,0.0,0.0,2024-03-06,contrat_adex,,1,HIGH,CREATE_ORDER
$X74R005475$,black,1.0,0.0,2024-03-06,contrat_adex,,1,HIGH,CREATE_ORDER
$X74R005475$,cyan,1.0,0.0,2024-03-06,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00736$,black,3.0,0.0,2024-03-07,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01130$,cyan,0.0,0.0,2024-03-07,contrat_adex,,1,HIGH,CREATE_ORDER
$X576087498$,cyan,1.0,0.0,2024-03-07,contrat_adex,,1,HIGH,CREATE_ORDER
$X576087498$,magenta,1.0,0.0,2024-03-07,contrat_adex,,1,HIGH,CREATE_ORDER
$X576087503$,black,1.0,0.0,2024-03-08,contrat_adex,,1,HIGH,CREATE_ORDER
$X576087509$,black,1.0,0.0,2024-03-08,contrat_adex,,1,HIGH,CREATE_ORDER
$X576087509$,cyan,4.0,0.0,2024-03-08,contrat_adex,,1,HIGH,CREATE_ORDER
$X576087509$,magenta,4.0,0.0,2024-03-08,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV005148$,cyan,3.0,0.0,2024-03-08,contrat_adex,,1,HIGH,CREATE_ORDER
$X576097427$,cyan,3.0,0.0,2024-03-10,contrat_adex,,1,HIGH,CREATE_ORDER
$X576097427$,magenta,2.0,0.0,2024-03-10,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV005424$,black,2.0,0.0,2024-03-11,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV005434$,black,3.0,0.0,2024-03-11,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01322$,black,7.0,0.0,2024-03-12,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01323$,cyan,13.0,3.6,2024-03-12,contrat_adex,,1,HIGH,CREATE_ORDER
$X576087510$,black,1.0,0.0,2024-03-12,contrat_adex,,1,HIGH,CREATE_ORDER
$X576124182$,black,1.0,0.0,2024-03-12,contrat_adex,,1,HIGH,CREATE_ORDER
$X74R003815$,magenta,4.0,0.0,2024-03-12,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV001456$,black,4.0,0.0,2024-03-12,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV006444$,black,1.0,0.0,2024-03-12,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV007757$,black,5.0,0.0,2024-03-12,contrat_adex,,1,HIGH,CREATE_ORDER
$XAV6000643$,magenta,3.0,0.0,2024-03-12,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00738$,cyan,11.0,0.9,2024-03-13,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01330$,black,2.0,0.0,2024-03-14,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV001415$,cyan,1.0,0.0,2024-03-14,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV005148$,magenta,3.0,0.0,2024-03-14,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01311$,black,0.0,0.0,2024-03-15,contrat_adex,,1,HIGH,CREATE_ORDER
$JPBVK460VN$,cyan,0.0,0.0,2024-03-17,contrat_adex,,1,HIGH,CREATE_ORDER
$X74R003815$,cyan,1.0,0.0,2024-03-18,contrat_adex,,1,HIGH,CREATE_ORDER
$X576136429$,cyan,1.0,0.0,2024-03-19,contrat_adex,,1,HIGH,CREATE_ORDER
$X576136429$,magenta,1.0,0.0,2024-03-19,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV004806$,black,1.0,0.0,2024-03-19,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV005947$,cyan,1.0,0.0,2024-03-19,contrat_adex,,1,HIGH,CREATE_ORDER
$XAV6000667$,cyan,3.0,0.0,2024-03-19,contrat_adex,,1,HIGH,CREATE_ORDER
$XAV6000667$,magenta,5.0,0.0,2024-03-19,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00738$,black,1.0,0.0,2024-03-20,contrat_adex,,1,HIGH,CREATE_ORDER
$X576087503$,cyan,2.0,0.0,2024-03-20,contrat_adex,,1,HIGH,CREATE_ORDER
$X576087503$,magenta,2.0,0.0,2024-03-20,contrat_adex,,1,HIGH,CREATE_ORDER
$X6GN017368$,black,1.0,0.0,2024-03-20,contrat_adex,,1,HIGH,CREATE_ORDER
$X6GN017368$,cyan,1.0,0.0,2024-03-20,contrat_adex,,1,HIGH,CREATE_ORDER
$X576136485$,black,3.0,0.0,2024-03-21,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00735$,black,1.0,0.0,2024-03-22,contrat_adex,,1,HIGH,CREATE_ORDER
$KNDY16221$,black,1.0,0.0,2024-03-23,contrat_adex,,1,HIGH,CREATE_ORDER
$X75G001952$,black,1.0,0.0,2024-03-25,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV001415$,black,1.0,0.0,2024-03-25,contrat_adex,,1,HIGH,CREATE_ORDER
$X3BL124868$,black,1.0,0.0,2024-03-26,contrat_adex,,1,HIGH,CREATE_ORDER
$X576135809$,black,1.0,0.0,2024-03-26,contrat_adex,,1,HIGH,CREATE_ORDER
$X576136436$,black,1.0,0.0,2024-03-26,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00736$,magenta,1.0,0.0,2024-03-27,contrat_adex,,1,HIGH,CREATE_ORDER
$X3BL116986$,black,1.0,0.0,2024-03-27,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV005421$,black,0.0,0.0,2024-03-27,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00736$,cyan,1.0,0.0,2024-03-28,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01315$,black,1.0,0.0,2024-03-28,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01332$,black,1.0,0.0,2024-03-28,contrat_adex,,1,HIGH,CREATE_ORDER
$JPBVK360T1$,magenta,0.0,0.0,2024-03-28,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01043$,cyan,0.0,0.0,2024-03-29,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01332$,cyan,15.0,4.3,2024-03-29,contrat_adex,,1,HIGH,CREATE_ORDER
$X576087510$,cyan,1.0,0.0,2024-03-29,contrat_adex,,1,HIGH,CREATE_ORDER
$X576087510$,magenta,1.0,0.0,2024-03-29,contrat_adex,,1,HIGH,CREATE_ORDER
$X576135641$,black,1.0,0.0,2024-03-29,contrat_adex,,1,HIGH,CREATE_ORDER
$X576135641$,cyan,9.0,0.0,2024-03-29,contrat_adex,,1,HIGH,CREATE_ORDER
$X576135641$,magenta,8.0,0.0,2024-03-29,contrat_adex,,1,HIGH,CREATE_ORDER
$X576135809$,cyan,1.0,0.0,2024-03-29,contrat_adex,,1,HIGH,CREATE_ORDER
$X576136436$,magenta,6.0,0.0,2024-03-29,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00727$,black,1.0,0.0,2024-03-30,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00735$,cyan,7.0,0.0,2024-03-30,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00738$,magenta,8.0,0.0,2024-03-30,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01043$,black,5.0,0.0,2024-03-30,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01043$,magenta,9.0,0.0,2024-03-30,contrat_adex,,1,HIGH,CREATE_ORDER
$JPBVK360SY$,black,0.0,0.0,2024-03-30,contrat_adex,,1,HIGH,CREATE_ORDER
$JPBVK360SY$,cyan,0.0,0.0,2024-03-30,contrat_adex,,1,HIGH,CREATE_ORDER
$KNDY16263$,black,10.0,0.0,2024-03-30,contrat_adex,,1,HIGH,CREATE_ORDER
$X3BL125635$,black,1.0,0.0,2024-03-30,contrat_adex,,1,HIGH,CREATE_ORDER
$X576097427$,black,9.0,0.0,2024-03-30,contrat_adex,,1,HIGH,CREATE_ORDER
$X57H013424$,black,11.0,0.8,2024-03-30,contrat_adex,,1,HIGH,CREATE_ORDER
$X6GN008367$,black,1.0,0.0,2024-03-30,contrat_adex,,1,HIGH,CREATE_ORDER
$X6GN014334$,cyan,2.0,0.0,2024-03-30,contrat_adex,,1,HIGH,CREATE_ORDER
$X74R005475$,magenta,2.0,0.0,2024-03-30,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV001348$,black,8.0,0.0,2024-03-30,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV001415$,magenta,8.0,0.0,2024-03-30,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV005414$,black,1.0,0.0,2024-03-30,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV006173$,black,1.0,0.0,2024-03-30,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV006444$,cyan,3.0,0.0,2024-03-30,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV007609$,black,1.0,0.0,2024-03-30,contrat_adex,,1,HIGH,CREATE_ORDER
$XAV6000016$,black,7.0,0.0,2024-03-30,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01322$,cyan,17.0,5.7,2024-04-05,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01343$,black,16.0,5.5,2024-04-05,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01315$,cyan,5.0,0.0,2024-04-16,contrat_adex,,1,HIGH,CREATE_ORDER
$X6GN009005$,cyan,3.0,0.0,2024-04-17,contrat_adex,,1,HIGH,CREATE_ORDER
$X6GN009005$,magenta,10.0,0.0,2024-04-17,contrat_adex,,1,HIGH,CREATE_ORDER
$JPBVK460VK$,black,0.0,0.0,2024-04-18,contrat_adex,,1,HIGH,CREATE_ORDER
$JPBVK460VK$,cyan,0.0,0.0,2024-04-18,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV005157$,black,1.0,0.0,2024-04-20,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV005129$,black,1.0,0.0,2024-04-21,contrat_adex,,1,HIGH,CREATE_ORDER
$JPBVK3N0TP$,black,8.0,0.0,2024-04-22,contrat_adex,,1,HIGH,CREATE_ORDER
$JPBVK3N0TP$,cyan,0.0,0.0,2024-04-22,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV005434$,cyan,5.0,0.0,2024-04-22,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV005434$,magenta,3.0,0.0,2024-04-22,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV006444$,magenta,3.0,0.0,2024-04-22,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01311$,cyan,0.0,0.0,2024-04-23,contrat_adex,,1,HIGH,CREATE_ORDER
$X6GN009498$,black,0.0,0.0,2024-04-23,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV005400$,black,1.0,0.0,2024-04-23,contrat_adex,,1,HIGH,CREATE_ORDER
$35N00736$,black,5.0,0.0,2024-04-24,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV003477$,black,1.0,0.0,2024-04-24,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV005447$,cyan,1.0,0.0,2024-04-24,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV005447$,magenta,3.0,0.0,2024-04-24,contrat_adex,,1,HIGH,CREATE_ORDER
$XAV6000682$,black,7.0,0.0,2024-04-24,contrat_adex,,1,HIGH,CREATE_ORDER
$3TE05641$,black,1.0,0.0,2024-04-25,contrat_adex,,1,HIGH,CREATE_ORDER
$X576136427$,cyan,0.0,0.0,2024-04-26,contrat_adex,,1,HIGH,CREATE_ORDER
$X576136427$,magenta,1.0,0.0,2024-04-26,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV005367$,black,4.0,0.0,2024-04-26,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV005357$,black,2.0,0.0,2024-04-28,contrat_adex,,1,HIGH,CREATE_ORDER
$3MV01323$,magenta,10.0,0.0,2024-04-29,contrat_adex,,1,HIGH,CREATE_ORDER
$4BU06875$,black,0.0,0.0,2024-04-29,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV001493$,black,1.0,0.0,2024-04-29,contrat_adex,,1,HIGH,CREATE_ORDER
$JPBVK2604Z$,black,0.0,0.0,2024-04-30,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV007609$,cyan,1.0,0.0,2024-05-01,contrat_adex,,1,HIGH,CREATE_ORDER
$X3BL125449$,black,1.0,0.0,2024-05-02,contrat_adex,,1,HIGH,CREATE_ORDER
$X74R003815$,black,1.0,0.0,2024-05-02,contrat_adex,,1,HIGH,CREATE_ORDER
$XAUV005424$,cyan,1.0,0.0,2024-05-02,contrat_adex,,1,HIGH,CREATE_ORDER
